"number","title","pageid","namespace","length","touched","Wikidata"
"1641","Iivisniemen_koulu","1350631","","722","20231220215125","Q28721189"
"1642","Pyhän_Tuomaksen_seurakunta","1351301","","2626","20241005191413","Q28721208"
"1643","Hannu_Paulapuro","1351769","","1261","20200107082012","Q27653792"
"1644","Unto_K._Laine","1353619","","4341","20250227153947","Q28720671"
"1645","Tapiolan_urheilupuisto_(jalkapallostadion)","1353763","","2523","20241010182257","Q28004628"
"1646","Kotimaan_Energia","1353795","","6577","20240128222252","Q28721293"
"1647","Päivi_Törmä","1353996","","10332","20250105131221","Q27908881"
"1648","Elina_Melgin","1354479","","5515","20250227213415","Q28028742"
"1649","Jukka_Seppälä","1354553","","3089","20231008175408","Q28028748"
"1650","Neste_K","1355883","","2975","20241214103907","Q42901270"
"1651","Alpo_Halme","1360650","","2935","20250227041227","Q28720758"
"1652","Muova","1360986","","2368","20240429082502","Q28721464"
"1653","Nokia_6","1361307","","5513","20221127171026","Q28150977"
"1654","Jarno_Limnéll","1363136","","10378","20240928162753","Q28720824"
"1655","Angry_Birds","1363768","","24672","20250331113936","Q165094"
"1656","McKinsey-palkinto","1364649","","3712","20250421085451","Q28721572"
"1657","Nokia_260T","1365014","","899","20170129205955","Q28721610"
"1658","Nokia_260S","1365016","","970","20170129210017","Q28721613"
"1659","Series_40","1365526","","1693","20240320153300","Q1995656"
"1660","Series_30","1365598","","704","20240320153955","Q8250697"
"1661","Tupavuoren_säiliöalue","1365898","","23651","20250214174800","Q28721627"
"1662","R._S._Halonen","1366166","","3314","20230629022741","Q28720915"
"1663","Uno_Albrecht","1367610","","3122","20250215085748","Q29418831"
"1664","Teppo_Martikainen","1367753","","2137","20230508101340","Q29418836"
"1665","Visa_Koivunen","1367953","","5543","20250317064426","Q30146251"
"1666","Nokia_X_Platform","1367955","","2079","20220313013343","Q15814161"
"1667","Esko_Niemi_(professori)","1368008","","2972","20241219234514","Q31088602"
"1668","Seppo_Yläsaari","1368466","","2153","20230508101346","Q29418866"
"1669","Helsingin_ja_Espoon_kaupunkipyöräjärjestelmä","1369256","","12675","20240429030106","Q28129102"
"1670","Nokia_216","1369824","","1889","20240629110317","Q31086450"
"1671","Nokia_130","1369826","","4234","20250418015534","Q17507974"
"1672","Nokia_222","1369829","","2013","20230102185838","Q21279056"
"1673","Nokia_230","1369834","","2163","20240430202439","Q21866933"
"1674","Laurinlahti","1370306","","7450","20250227155348","Q56399044"
"1675","Nokia_3310_(2017)","1371413","","13310","20240104072114","Q28845574"
"1676","Kaisa_Miettinen","1371494","","2578","20240213123114","Q16196090"
"1677","Merja_Penttilä","1371514","","2496","20241008094341","Q29419010"
"1678","Nokia_Lumia_1030","1371523","","3575","20180222182023","Q31086560"
"1679","Nokia_Moonraker","1371529","","5137","20221022030109","Q31086554"
"1680","Espoon_Hiihtoseura","1371530","","1677","20240314144935","Q31086564"
"1681","Espoonlahden_paloasema","1371754","","6571","20241119193854","Q31086572"
"1682","Jonne_Hankimaa","1372847","","1797","20221010203812","Q29419108"
"1683","Aurora_Karamzinin_muistokivi","1373905","","1185","20250123102122","Q31086835"
"1684","Pasi_Laine","1374327","","5961","20241016190720","Q29419212"
"1685","Nokia_3","1374986","","4154","20240430203439","Q28845516"
"1686","Nokia_5","1374993","","2696","20240629111250","Q28843594"
"1687","Jääkiekon_naisten_maailmanmestaruuskilpailut_2019","1378179","","41439","20250414153355","Q55388373"
"1688","Soukan_kappeli","1379107","","2429","20231111092754","Q31087326"
"1689","Microsoft_Lumia_435","1379138","","1757","20250204162652","Q19405892"
"1690","Microsoft_Lumia_430","1379139","","1378","20180328131758","Q19953693"
"1691","Microsoft_Lumia_532","1379140","","1380","20190331061934","Q18923001"
"1692","Microsoft_Lumia_540","1379141","","1441","20190331061921","Q19896653"
"1693","Microsoft_Lumia_550","1379142","","1803","20240809204902","Q21080794"
"1694","Microsoft_Lumia_640_XL","1379145","","1443","20180328131844","Q20399601"
"1695","Microsoft_Lumia_650","1379148","","1546","20230412030358","Q22906902"
"1696","Microsoft_Lumia_950","1379150","","1611","20230409073924","Q21070532"
"1697","Microsoft_Lumia_950_XL","1379151","","1653","20230409073928","Q21426153"
"1698","Aalto-3","1379949","","3175","20210602130350","Q30339399"
"1699","Espoonlahden_urheilupuisto","1382134","","4809","20250107124012","Q31087594"
"1700","Mikko_Sams","1383805","","5044","20240224180438","Q29917342"
"1701","Matti_Vartiainen","1383901","","6231","20241113094812","Q29934850"
"1702","Aalto_(satelliittisarja)","1385610","","11371","20230629170240","Q31088804"
"1703","Grigori_Volovik","1387047","","6405","20231008183602","Q1546691"
"1704","Mikko_Paalanen","1387273","","5995","20241231090258","Q30100297"
"1705","Pertti_Hakonen","1389032","","4113","20241229095133","Q30224068"
"1706","Antti_Räisänen","1391390","","6623","20250228051255","Q4777429"
"1707","Yrjö_Vartia","1392544","","6049","20250228200302","Q8059657"
"1708","Per_Stenius_(professori)","1392918","","4470","20230226174736","Q6189179"
"1709","Veikko_Teikari","1393839","","3271","20250228181404","Q42901310"
"1710","Martti_Viljanen_(professori)","1395174","","862","20250217152112","Q39039859"
"1711","Postipuun_koulu","1398380","","1277","20240522132519","Q15268190"
"1712","Karatalo","1399278","","1714","20240614133707","Q41776654"
"1713","Leppävaaran_VPK","1399448","","2299","20240926122451","Q56399191"
"1714","Pitäjänmäen_sankarihautausmaa","1399458","","3156","20240614133448","Q41776660"
"1715","Nokia_8","1400941","","10393","20241019024330","Q25384984"
"1716","Rantaraitti_(Espoo)","1401915","","3549","20250404201026","Q652590"
"1717","Nihtisillan_vastaanottokeskus","1403271","","2734","20220321175733","Q42901894"
"1718","Stella_Business_Park","1403312","","1310","20230708024501","Q42901896"
"1719","Derby_Business_Park","1403322","","2241","20250223173102","Q42901899"
"1720","Polaris_Business_Park","1403438","","1336","20230708024642","Q42901906"
"1721","Quartetto_Business_Park","1403443","","1174","20240904001405","Q42901908"
"1722","Spektri_Business_Park","1403449","","872","20230708024901","Q42901909"
"1723","Panu_Routila","1404169","","5686","20221023123116","Q42901958"
"1724","Siikajärven_vastaanottokeskus","1405034","","2664","20250310200825","Q56399283"
"1725","Pekka_Wallin","1406311","","4427","20250301141239","Q39192486"
"1726","Martti_Merra","1407860","","2646","20250416134942","Q42903978"
"1727","Erkki_Häyrinen","1408655","","2095","20180409191653","Q42904055"
"1728","Espoon_lasitehdas","1410787","","2503","20250405104730","Q41776879"
"1729","Nokia_7","1414046","","2198","20200328094001","Q42266831"
"1730","Nokia_6303_classic","1414050","","1304","20240112040721","Q3877848"
"1731","Nokia_2","1414941","","2076","20200608161704","Q42841524"
"1732","Semanttisen_laskennan_tutkimusryhmä","1415462","","2883","20210930122418","Q28942361"
"1733","Arkady_Krasheninnikov","1417762","","5118","20240525104327","Q43227043"
"1734","Niitty_(kauppakeskus)","1418343","","3162","20240625195224","Q56399698"
"1735","Serena_Ski","1418454","","889","20240510025154","Q56399707"
"1736","Tapiolan_keskustorni","1418491","","3368","20220721032659","Q56399715"
"1737","Gräsan_kartano","1419467","","3233","20231218200109","Q56399807"
"1738","Kalajärven_koulu","1419622","","2388","20231224012347","Q56399816"
"1739","Mobira_Senator","1420877","","1826","20200328024003","Q21002232"
"1740","Heikki_Väyrynen","1420930","","1702","20240224174340","Q18763752"
"1741","Valmet_602","1421120","","2459","20250228195549","Q56399936"
"1742","Tapiolan_ortodoksinen_kirkko","1421354","","5372","20250114193045","Q56399961"
"1743","Hösmärinpuiston_päiväkoti","1421370","","657","20231220163541","Q56399964"
"1744","Pohjois-Tapiolan_lukio","1422776","","4356","20200921065500","Q56400115"
"1745","Nokia_2115","1422804","","1611","20230907183649","Q12249233"
"1746","Espoon_historia","1422885","","47651","20250227013116","Q55512000"
"1747","Canoa","1423242","","1628","20241112114741","Q56400163"
"1748","Mia_Laiho","1423394","","13117","20241209131032","Q28778236"
"1749","Seikkailupuisto_Huippu","1423920","","6093","20240628173936","Q56400212"
"1750","Solvalla-Swinghill","1425438","","1367","20230702011347","Q56400267"
"1751","Hotelli_Korpilampi","1425625","","7144","20250323103704","Q56400270"
"1752","Sellosali","1427703","","3122","20240614145019","Q47297780"
"1753","Markku_Syrjänen","1427956","","4675","20250307102107","Q48644567"
"1754","Henrik_Vuornos","1430844","","13127","20250417115700","Q28778255"
"1755","Suomen_ralli_2007","1433447","","8298","20231208211221","Q4609179"
"1756","Ryssjeholmen","1434163","","4741","20240111005014","Q24340271"
"1757","Espoon_Koho","1434514","","2096","20230324223413","Q56401181"
"1758","Muuralan_pappila","1434682","","1926","20240103084417","Q56401188"
"1759","Pirisaari","1434936","","4320","20220326041809","Q24515159"
"1760","Waterland_(festivaali)","1435508","","1892","20220725160843","Q56401247"
"1761","Nokia_8_Sirocco","1436549","","2919","20200608162415","Q54621446"
"1762","Nokia_7_plus","1436551","","3049","20200328094043","Q53233711"
"1763","Nokia_1","1436552","","2811","20200328100213","Q50215807"
"1764","Granholmen","1437270","","4444","20241112142732","Q24340308"
"1765","Matasaari","1438163","","4097","20231123014047","Q24419989"
"1766","Stora_Bodö","1438514","","4193","20241113062718","Q24340293"
"1767","Inka_Mero","1438559","","4892","20240411200113","Q50375565"
"1768","Lehtisaaret","1438988","","6518","20230831071005","Q24325064"
"1769","Tomi_Männistö","1439070","","6064","20230916175656","Q50573311"
"1770","Saara_Saarela","1439250","","5522","20240607052442","Q50384882"
"1771","Gåsgrund","1439806","","3691","20231218225112","Q24340298"
"1772","Knapperskär","1440248","","3735","20231117020238","Q24340299"
"1773","Kopplorna","1440712","","5270","20220815161448","Q10548012"
"1774","Rövaren","1440918","","4077","20231021125804","Q24344413"
"1775","Rauno_Ronkainen","1441793","","2715","20250127000238","Q7296234"
"1776","Leif_Fast","1442035","","1201","20230223180354","Q55393798"
"1777","Björkö_(Kirkkonummi)","1442102","","4589","20231103183852","Q24344349"
"1778","Stora_Herrö","1442456","","5652","20230321234849","Q24311071"
"1779","Lommila","1442968","","2435","20220222183231","Q56401920"
"1780","Torra_Lövö","1443556","","3715","20230320205208","Q24340323"
"1781","Nokia_Säätiön_tunnustuspalkinto","1443690","","3200","20241008081555","Q56401954"
"1782","Jouppi_(Espoo)","1444449","","4166","20250426220038","Q56401999"
"1783","Tvijälp","1444613","","4816","20241113085442","Q24308479"
"1784","Tvijälp_(Suvisaaristo)","1444617","","2759","20220723005936","Q24340296"
"1785","Suvelan_kappeli","1444902","","1048","20230324203017","Q56402048"
"1786","Korkeasaari_(Espoo)","1445567","","4779","20241112191757","Q49648648"
"1787","Iso_Vasikkasaari","1446343","","8105","20250130111513","Q24340312"
"1788","Stenskär_(Espoo)","1446774","","2648","20220719112808","Q24340302"
"1789","Valmetin_historia","1446907","","8508","20241113093638","Q56402208"
"1790","Käärmesaari_(Espoo)","1448683","","4719","20240825080951","Q24329566"
"1791","Vehkasaari","1449314","","2981","20230320185405","Q24305625"
"1792","Niittysaaret","1449322","","5756","20241113002934","Q24340315"
"1793","Småholm","1449884","","3160","20230320185310","Q24340316"
"1794","Stora_Ådholmen","1450245","","4917","20241113062720","Q24340314"
"1795","Elina_Hiltunen","1451243","","11128","20250115103443","Q53216882"
"1796","Nokia_6085","1451262","","1369","20230325224958","Q3877837"
"1797","Svartholmen_(Soukka)","1451800","","4202","20231204175634","Q24344369"
"1798","Johanna_Moisander","1451864","","1443","20250421083526","Q56402479"
"1799","Varsasaari","1452052","","3639","20240707113440","Q24305997"
"1800","Storaisarn","1452854","","3870","20220719132405","Q24344399"
"1801","Lillaisarn","1452858","","2456","20220819021241","Q24344361"
"1802","Torraisarn","1452859","","3412","20220722102627","Q24344394"
"1803","Pyöräsaari","1453372","","4013","20240107225011","Q56402574"
"1804","Pukkisaari","1454201","","3225","20231129184554","Q24340288"
"1805","Helena_Åhman","1456155","","12341","20250310114138","Q56402725"
"1806","Haraholmen","1456297","","2756","20221007045308","Q24340283"
"1807","Pertti_Vakkilainen","1456670","","6537","20221221133749","Q55394075"
"1808","Control_(videopeli)","1458120","","9487","20240809131147","Q54935655"
"1809","Nokia_2630","1459169","","1797","20250204162946","Q2002116"
"1810","Nokia_8600_Luna","1459338","","1751","20250204162959","Q2320342"
"1811","Pasi_Heiskanen","1461167","","5717","20240217190352","Q55394151"
"1812","Jarl_Gripenberg","1462859","","3786","20241112143032","Q56403174"
"1813","Galleria_(kauppakeskus_Espoossa)","1463096","","4173","20240712160345","Q56403219"
"1814","Erkki_Harjama","1464060","","3661","20240626045117","Q55825620"
"1815","Villa_Koli","1464152","","2984","20250308215515","Q55055125"
"1816","Pekka_Ojanpää","1466169","","3862","20230426134439","Q56403732"
"1817","Nokia_2116i","1467280","","1495","20200526144039","Q15651005"
"1818","Nokia_6190","1467283","","1497","20200606105200","Q56403888"
"1819","Nokia_1221","1467381","","1364","20200526162947","Q56403893"
"1820","Nokia_1260","1467386","","1363","20200526143851","Q12249224"
"1821","Nokia_2118","1467391","","1276","20200526143820","Q12249234"
"1822","Flakaholm","1467979","","4435","20231108211203","Q56403930"
"1823","Kilon_terveysasema","1469226","","3844","20250314042622","Q56404023"
"1824","Keinumäen_koulu","1470517","","1861","20240506124044","Q65237106"
"1825","Espoonlahden_terveysasema","1470743","","2914","20240614133440","Q65231385"
"1826","Kivenlahden_terveysasema","1470746","","5345","20250314193426","Q65237735"
"1827","Matinkadun_terveysasema","1470777","","6703","20250321182237","Q65240146"
"1828","Espoon_Palloseura_(jalkapallo)","1478000","","4478","20241010120108","Q57393629"
"1829","Läntinen_Tarvonsilta","1478446","","3836","20250404202802","Q57451938"
"1830","Kari_Kuusiniemi_(tuomari)","1478662","","8289","20241029111816","Q61103149"
"1831","Villa_Rulludd","1479644","","2591","20250308215701","Q55595462"
"1832","Otsonpesä","1479666","","2864","20221022235828","Q65241872"
"1833","Otaniemen_syväreiät","1482745","","26373","20230112131003","Q65241864"
"1834","Nokia_7500","1483445","","608","20200912140924","Q2556004"
"1835","Loojärvi","1483533","","4334","20241112211832","Q24344287"
"1836","Heikki_Vappula","1483929","","1628","20190417193212","Q60694034"
"1837","Pyhän_Marian_katolinen_seurakunta","1485362","","2531","20241005161136","Q65243582"
"1838","Peter_Vanacker","1486731","","2862","20240703040611","Q59772278"
"1839","Otaniemen_lukio","1486830","","10894","20250421004445","Q65241858"
"1840","Lagstads_skola","1493692","","1888","20231009044701","Q65238673"
"1841","Nokia_6050","1495476","","1099","20241113003711","Q65241346"
"1842","Puolarmetsän_sairaala","1495995","","2688","20240406120930","Q65243108"
"1843","Träskholm","1496504","","2589","20221031184130","Q24340291"
"1844","Herrön_Träskholm","1496505","","3631","20231111034857","Q24344416"
"1845","Merituulentie","1496514","","4727","20250330133308","Q65240311"
"1846","Mäkkylän_koulu","1496862","","3130","20241024130216","Q65240745"
"1847","Espoon_kaupungintalo","1497018","","5466","20241204161400","Q65231373"
"1848","Lahnuksen_yhteiskoulu","1497022","","2893","20230320145006","Q65238683"
"1849","Kauppakeskus_Merituuli","1497084","","3114","20240406222258","Q65236994"
"1850","Nokia_9_Pureview","1498340","","2724","20210302112509","Q61996965"
"1851","Nokia_1_Plus","1498341","","1831","20200328100238","Q65042230"
"1852","Nokia_3.2","1498344","","1913","20230518081048","Q65241338"
"1853","Nokia_4.2","1498345","","2379","20200328102016","Q65241342"
"1854","Nokia_210","1498346","","2165","20250418015855","Q65241331"
"1855","Börje_Hielm","1499167","","4073","20221226160955","Q62083986"
"1856","Angry_Birds_-elokuva_2","1499173","","7974","20241201030527","Q18722273"
"1857","Espoon_sairaala","1499483","","6482","20240809082004","Q62023330"
"1858","Veikko_Porra","1500439","","2628","20240323134220","Q63093549"
"1859","Urja_(järvi)","1500590","","3125","20250123141934","Q29365726"
"1860","Stora_Hallonkobben","1500598","","1868","20200921040343","Q24340289"
"1861","Lilla_Hallonkobben","1500600","","1860","20200921040650","Q24515180"
